"market","status","ldate","litho","rprice","ncore","nthread","bfreq","tdp","memband","temp"
"Mobile","Launched",2016 Q3,14,393,2,4,1.3,4.5,29.8,"100°C"
"Mobile","Launched",2017 Q3,14,297,4,8,1.6,15,34.1,"100°C"
"Mobile","Launched",2017 Q3,14,409,4,8,1.8,15,34.1,"100°C"
"Desktop","End of Life",2012 Q1,32,305,4,8,3.6,130,51.2,"66.8°C"
"Mobile","Launched",2017 Q1,14,281,2,4,1.2,4.5,29.8,"100°C"
"Mobile","Launched",2015 Q1,14,107,2,2,1.5,15,25.6,"105°C"
"Mobile","Launched",2013 Q3,22,NA,2,2,1.46,4.3,NA,"80°C"
"Desktop","Launched",2013 Q3,22,NA,2,2,2.41,10,NA,"100°C"
"Desktop","Launched",2013 Q1,22,42,2,2,2.6,55,21,""
"Mobile","End of Interactive Support",NA,90,NA,1,NA,2.8,88,NA,"75°C"
"Mobile","Launched",2012 Q3,22,134,2,2,2.4,35,25.6,"90 C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.3,5.5,NA,"100°C"
"Mobile","Launched",2015 Q1,14,161,2,4,1.9,15,25.6,"105°C"
"Mobile","Launched",2015 Q3,14,161,2,4,2.1,15,34.1,"100°C"
"Mobile","Launched",2016 Q1,14,161,4,4,1.6,6,NA,"90°C"
"Embedded","Launched",2015 Q4,NA,7.75,1,1,32,NA,NA,""
"Desktop","Launched",2013 Q3,22,94,4,4,2.41,10,NA,"100°C"
"Desktop","Launched",2013 Q4,22,94,4,4,2.41,10,21.3,"105°C"
"Desktop","Launched",2016 Q1,14,NA,4,4,1.6,6.5,NA,"90°C"
"Desktop","Launched",NA,14,161,4,4,1.5,10,NA,"105"
"Mobile","Launched",2015 Q1,14,161,4,4,1.6,6,NA,"90°C"
"Mobile","Launched",2013 Q3,22,NA,4,4,2,7.5,NA,"100°C"
"Mobile","Launched",2013 Q4,22,161,4,4,2.17,7.5,NA,"105°C"
"Mobile","Launched",2014 Q1,22,161,4,4,2.16,7.5,NA,"100°C"
"Mobile","Launched",2014 Q3,22,161,4,4,2.16,7.5,21.32,"100°C"
"Mobile","Launched",2016 Q3,14,161,4,4,1.1,6,NA,"105°C"
"Mobile","Launched",2015 Q3,14,161,2,4,1.5,6,29.8,"100°C"
"Mobile","Launched",2017 Q2,14,161,2,4,1.6,6,29.8,"100°C"
"Mobile","Launched",2017 Q1,14,161,2,4,1.5,6,29.8,"100°C"
"Mobile","Launched",2017 Q1,14,161,2,4,2.3,15,34.1,"100°C"
"Mobile","Launched",2015 Q1,14,161,2,2,1.9,15,25.6,"105°C"
"Mobile","Launched",2013 Q4,22,161,2,2,1.2,11.5,25.6,"100°C"
"Mobile","Launched",2014 Q2,22,134,2,2,2.4,37,25.6,"100°C"
"Mobile","Launched",2013 Q3,22,NA,2,2,1.2,11.5,25.6,"100°C"
"Mobile","Launched",2013 Q4,22,161,2,2,1.7,15,25.6,"100°C"
"Mobile","Launched",2013 Q3,22,NA,2,2,1.7,15,25.6,"100°C"
"Mobile","Launched",2013 Q4,22,134,2,2,2.3,37,25.6,"100°C"
"Mobile","Launched",2012 Q3,22,134,2,2,1.8,17,25.6,"105 C"
"Mobile","Launched",2013 Q1,22,134,2,2,2.5,35,25.6,"90 C"
"Mobile","Launched",2013 Q3,22,134,2,2,1.9,17,25.6,"105 C"
"Mobile","Launched",2013 Q1,22,NA,2,2,1.1,10,25.6,"105 C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.2,5.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.1,5,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1,5,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.1,7,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.6,7.5,NA,"100°C"
"Mobile","End of Interactive Support",2004 Q2,90,NA,1,NA,1.4,7.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.5,7.5,NA,"100°C"
"Desktop","End of Interactive Support",2005 Q3,90,NA,1,NA,3.8,115,NA,"72.8°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,800,5.9,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.3,12,NA,"100°C"
"Desktop","End of Interactive Support",2004 Q4,90,NA,1,NA,3.8,115,NA,"72.8°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,750,24.6,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,2.26,27,NA,"100°C"
"Desktop","End of Interactive Support",2005 Q3,90,NA,1,NA,3.6,115,NA,"72.8°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,700,7,NA,"100°C"
"Server","End of Interactive Support",2001 Q4,130,NA,1,NA,800,10.63,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,2.13,27,NA,"100°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,3.6,115,NA,"72.8°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,400,10.1,NA,"100°C"
"Server","End of Interactive Support",2001 Q4,130,NA,1,NA,933,11.61,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,2.1,7.5,NA,"100°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,3.6,115,NA,"72.8°C"
"Mobile","End of Interactive Support",2004 Q2,90,NA,1,NA,2,27,NA,"100°C"
"Server","End of Interactive Support",NA,130,NA,1,NA,1.13,28.7,NA,"69°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,4,NA,NA,""
"Desktop","End of Interactive Support",2005 Q2,90,NA,1,NA,3.4,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,2.8,68.4,NA,"75°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,2,7.5,NA,"100°C"
"Server","End of Interactive Support",2001 Q4,130,NA,1,NA,1.26,30.4,NA,"69°C"
"Desktop","End of Interactive Support",2004 Q4,90,NA,1,NA,3.4,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,2.6,62.6,NA,"70°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,3.4,84,NA,"67.7°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.86,27,NA,"100°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,900,23.2,NA,"75°C"
"Server","End of Interactive Support",NA,130,NA,1,NA,1.4,32.2,NA,"69°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,3.8,65,NA,""
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,2.5,61,NA,"72°C"
"Server","End of Interactive Support",NA,130,NA,1,NA,1,12.1,NA,"100°C"
"Mobile","End of Interactive Support",2004 Q2,90,NA,1,NA,1.8,21,NA,"100°C"
"Desktop","End of Interactive Support",2000 Q1,180,NA,1,NA,850,22.5,NA,"80°C"
"Desktop","End of Interactive Support",2004 Q2,90,NA,1,NA,3.4,115,NA,"72.8°C"
"Desktop","End of Interactive Support",2006 Q1,65,NA,2,NA,2.8,95,NA,"63.4°C"
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,2.4,59.8,NA,"71°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,933,27.3,NA,"77°C"
"Mobile","End of Interactive Support",2004 Q2,90,NA,1,NA,1.8,7.5,NA,"100°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,800,20.8,NA,"80°C"
"Desktop","End of Interactive Support",2004 Q1,90,NA,1,NA,3.4,103,NA,"73.5°C"
"Desktop","End of Interactive Support",2004 Q3,90,NA,1,NA,3.2,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,2.2,57.1,NA,"70°C"
"Mobile","End of Life",2013 Q3,22,NA,2,2,2.1,35,25.6,"105C"
"Mobile","Launched",2016 Q1,22,86,4,4,2.41,10,21.3,"105°C"
"Server","End of Life",2012 Q2,32,NA,2,2,1.2,40,25,""
"Embedded","Launched",2014 Q1,22,156,2,2,1.4,40,38.4,"80°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.4,20.8,NA,"100°C"
"Desktop","End of Life",2011 Q2,32,64,2,2,2.6,65,17,"69.1°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.73,27,NA,"100°C"
"Desktop","End of Interactive Support",2000 Q1,180,NA,1,NA,866,26.1,NA,"80°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,750,19.5,NA,"80°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,3.4,89,NA,"68°C"
"Desktop","End of Interactive Support",2005 Q4,90,NA,1,NA,3.2,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,2,54.3,NA,"69°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,600,9.7,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.5,25.8,NA,"100°C,100°C"
"Desktop","End of Life",2011 Q2,32,77,2,2,2.2,35,17,"65.0°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,900,7,NA,"100°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,800,20.8,NA,"80°C"
"Desktop","End of Interactive Support",2000 Q1,180,NA,1,NA,700,18.3,NA,"80°C"
"Desktop","End of Interactive Support",2004 Q1,90,NA,1,NA,3.4,103,NA,"73.5°C"
"Desktop","End of Interactive Support",2005 Q4,90,NA,1,NA,3.8,115,NA,"70.8°C"
"Desktop","End of Interactive Support",2004 Q2,90,NA,1,NA,3.2,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,2,71.8,NA,"74°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.6,26.9,NA,"100°C"
"Embedded","Launched",2012 Q2,NA,168,2,4,1.5,15,21.3,"100°C"
"Desktop","End of Life",2011 Q2,32,75,2,2,2.8,65,21,"69.1°C"
"Desktop","End of Life",2011 Q2,32,NA,2,2,2.6,65,17,"69.1°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1,7,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.7,7.5,NA,"100°C"
"Desktop","End of Interactive Support",2000 Q1,180,NA,1,NA,733,22.8,NA,"80°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,650,17,NA,"82°C"
"Desktop","End of Interactive Support",2004 Q1,90,NA,1,NA,3.2,103,NA,"73.5°C"
"Desktop","End of Interactive Support",2005 Q2,90,NA,1,NA,3.8,115,NA,"70.8°C"
"Desktop","End of Interactive Support",2004 Q2,90,NA,1,NA,3,84,NA,"67.7°C"
"Mobile","End of Interactive Support",2002 Q1,130,NA,1,NA,1.7,30,NA,"100°C"
"Embedded","Launched",2013 Q4,NA,NA,2,4,2,15,NA,""
"Desktop","Launched",2011 Q2,32,75,2,2,2.9,65,21,"69.1°C"
"Desktop","End of Life",2011 Q3,32,64,2,2,2.7,65,17,"69.1°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,667,17.5,NA,"82°C"
"Desktop","End of Interactive Support",NA,250,NA,1,NA,600,34.5,NA,"85°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,3.2,82,NA,"70°C"
"Desktop","End of Interactive Support",2004 Q4,90,NA,1,NA,3,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.8,103,NA,""
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.9,69.2,NA,"73°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,900,30.7,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,933,20.1,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.8,30,NA,"100°C"
"Desktop","End of Life",2011 Q3,32,75,2,2,3,65,21,"69.1°C"
"Desktop","End of Life",2011 Q3,32,72,2,2,2.3,35,17,"65.0°C"
"Desktop","End of Interactive Support",2010 Q3,45,93,2,NA,3.33,65,NA,"74.1°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.2,12,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.6,27,NA,"100°C"
"Desktop","End of Interactive Support",NA,250,NA,1,NA,600,34.5,NA,"85°C"
"Desktop","End of Interactive Support",2000 Q1,180,NA,1,NA,600,19.5,NA,"82°C"
"Desktop","End of Interactive Support",2006 Q2,65,316,2,NA,3.6,130,NA,"C1=68.6°C, D0=63.4°C "
"Desktop","End of Interactive Support",2004 Q1,90,NA,1,NA,3.2,103,NA,"73.5°C"
"Desktop","End of Interactive Support",2005 Q4,90,NA,1,NA,3.6,115,NA,"70.8°C"
"Desktop","End of Interactive Support",2004 Q2,90,NA,1,NA,3,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2004 Q4,90,NA,1,NA,3.06,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,2.8,68.4,NA,"70°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1.8,68.1,NA,"77°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,850,27.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,866,19.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.9,32,NA,"100°C"
"Desktop","End of Life",2012 Q2,32,NA,2,2,2.6,35,21,"65.0°C"
"Mobile","Launched",2011 Q2,32,NA,2,2,2,35,21.3,"85 C"
"Desktop","End of Life",2011 Q3,32,NA,2,2,2.7,65,17,"69.1°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,400,13.1,NA,""
"Mobile","End of Interactive Support",2003 Q2,130,NA,1,NA,1.1,12,NA,"100°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,600,15.8,NA,"82°C"
"Desktop","End of Interactive Support",NA,250,NA,1,NA,550,30.8,NA,"80°C"
"Desktop","End of Interactive Support",2006 Q1,65,224,2,NA,3.4,130,NA,"C1+D0=63.4°C, B1=68.6°C"
"Desktop","End of Interactive Support",2004 Q2,90,NA,1,NA,3,89,NA,"73.5°C"
"Desktop","End of Interactive Support",2006 Q1,65,NA,1,NA,3.6,86,NA,"B1+C1=69°C, D0=64.4°C "
"Desktop","End of Interactive Support",2006 Q2,90,NA,1,NA,3.06,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,3.06,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.8,66.7,NA,"78°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,800,25.9,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2,32,NA,"100°C"
"Mobile","End of Life",2011 Q2,32,NA,2,2,2.1,35,21.3,"85C"
"Desktop","End of Life",2012 Q2,32,82,2,2,3.1,65,21,"69.1°C"
"Desktop","End of Life",2012 Q2,32,64,2,2,2.8,65,17,"69.1°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,366,13.1,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,300,NA,NA,""
"Desktop","End of Interactive Support",2010 Q2,45,NA,2,NA,3.2,65,NA,"74.1°C"
"Desktop","End of Interactive Support",2010 Q4,45,72,2,NA,3.2,65,NA,"74.1°C"
"Mobile","End of Interactive Support",NA,65,NA,2,NA,1.86,35,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.3,22,NA,"100°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,550,14.5,NA,"82°C"
"Desktop","End of Interactive Support",2006 Q3,65,163,2,NA,3.4,95,NA,"63.4°C"
"Desktop","End of Interactive Support",NA,250,NA,1,NA,533,29.7,NA,"90°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,3,81.9,NA,""
"Desktop","End of Interactive Support",2005 Q3,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2005 Q4,90,NA,1,NA,2.93,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,2.66,66.1,NA,"74°C"
"Desktop","End of Interactive Support",2005 Q1,90,NA,1,NA,3.6,115,NA,"70.8°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1.7,NA,NA,""
"Mobile","End of Interactive Support",NA,180,NA,1,NA,750,24.6,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,650,7,NA,"100°C"
"Mobile","End of Interactive Support",2002 Q1,130,NA,1,NA,2.2,35,NA,"100°C"
"Desktop","End of Life",2012 Q2,32,72,2,2,2.4,35,17,"65.0°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,266,NA,NA,""
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,333,11.8,NA,""
"Desktop","End of Interactive Support",2010 Q3,45,64,2,NA,3,65,NA,"74.1°C"
"Mobile","End of Interactive Support",2009 Q4,45,NA,2,NA,2.2,35,NA,"105°C"
"Mobile","End of Interactive Support",2008 Q1,65,NA,2,NA,1.73,35,NA,"100°C"
"Desktop","End of Interactive Support",2008 Q1,65,NA,2,NA,2.4,65,NA,"73.3°C"
"Mobile","End of Interactive Support",2004 Q2,90,NA,1,NA,1.6,7.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.4,22,NA,"100°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,533,14,NA,"82°C"
"Desktop","End of Interactive Support",NA,250,NA,1,NA,500,28,NA,"90°C"
"Desktop","End of Interactive Support",2006 Q1,65,183,2,NA,3.2,130,NA,"B1=68.6°C, C1=63.4°C"
"Desktop","End of Interactive Support",2004 Q1,90,NA,1,NA,3,89,NA,"69.4°C"
"Desktop","End of Interactive Support",2006 Q2,65,81,1,NA,3.4,86,NA,"69.2°C"
"Desktop","End of Interactive Support",2004 Q4,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2005 Q3,90,NA,1,NA,2.93,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.66,89,NA,"73.1°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.7,64,NA,"76°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,700,23,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.33,NA,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,3.2,76,NA,"72°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2.3,35,NA,"100°C"
"Mobile","Launched",2011 Q4,32,NA,2,2,2.2,35,21.3,"85C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,300,11.1,NA,""
"Mobile","Launched",2011 Q2,32,NA,2,2,1.2,17,21.3,"100"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,233,17,NA,"85°C"
"Mobile","End of Interactive Support",2010 Q1,45,NA,2,NA,2.3,35,NA,""
"Desktop","End of Interactive Support",2010 Q1,45,75,2,NA,3.06,65,NA,"74.1°C"
"Desktop","End of Interactive Support",2010 Q2,45,72,2,NA,2.8,65,NA,"74.1°C"
"Mobile","End of Interactive Support",2007 Q4,65,NA,2,NA,1.6,35,NA,"100°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.8,89,NA,"69.1°C"
"Desktop","End of Interactive Support",2007 Q1,65,84,2,NA,3.2,95,NA,"63.4°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,500,13.2,NA,"85°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1.4,31.2,NA,"69°C"
"Desktop","End of Interactive Support",2004 Q1,90,NA,1,NA,2.8,89,NA,"69.4°C"
"Desktop","End of Interactive Support",2005 Q1,90,NA,1,NA,3.4,84,NA,"66.6°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,2.53,61.5,NA,"72°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1.6,38,NA,"66°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,650,21.5,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.26,22,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,3.06,70,NA,"74°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,3.46,88,NA,"75°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2.4,35,NA,"100°C"
"Desktop","End of Life",2012 Q3,32,64,2,2,2.9,65,17,"69.1°C"
"Mobile","Launched",2012 Q1,32,NA,2,2,2.3,35,21.3,"85C"
"Mobile","Launched",2011 Q4,32,NA,2,2,1.3,17,21.3,"100 C"
"Mobile","End of Interactive Support",2011 Q1,32,NA,2,2,2.27,35,17.1,"90°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,300,11.6,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,200,15.7,NA,"72°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,200,37.9,NA,"85°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,333,20.6,NA,"65°C"
"Desktop","End of Interactive Support",2011 Q1,32,NA,2,2,2.93,73,17,"72.6°C"
"Desktop","End of Interactive Support",2009 Q3,45,NA,2,NA,2.93,65,NA,"74.1°C"
"Desktop","End of Interactive Support",2007 Q4,65,NA,2,NA,2.2,65,NA,"73.3°C"
"Mobile","End of Interactive Support",2007 Q4,65,NA,2,NA,1.46,35,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.5,24.5,NA,"100°C"
"Desktop","End of Interactive Support",NA,250,NA,1,NA,450,25.3,NA,"90°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.8,89,NA,"69.1°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1.33,29.9,NA,"69°C"
"Desktop","End of Interactive Support",2006 Q1,65,178,2,NA,3,95,NA,"63.4°C"
"Desktop","End of Interactive Support",2005 Q2,90,423,2,NA,3.2,130,NA,"69.8°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,2.8,69.7,NA,"75°C"
"Desktop","End of Interactive Support",2006 Q1,65,NA,1,NA,3.2,86,NA,"B1,C1=69.2°C;     D0-64.4°C"
"Desktop","End of Interactive Support",2005 Q4,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.6,61,NA,"75°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,600,34.5,NA,"75°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.2,22,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2.8,68.4,NA,"75°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,3.33,88,NA,"75°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2.5,35,NA,"100°C"
"Mobile","Launched",2012 Q2,32,NA,2,2,2.4,35,21.3,"85C"
"Desktop","End of Life",2012 Q3,32,64,2,2,2.5,35,17,"65.0°C"
"Mobile","Launched",2012 Q1,32,NA,2,2,1.4,17,21.3,"100C"
"Mobile","End of Interactive Support",2010 Q3,32,NA,2,2,2.13,35,17.1,"90°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,800,9.8,NA,"100°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,266,10.3,NA,"72°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,166,13.1,NA,"65°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,90,NA,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,200,35,NA,"85°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,450,27.1,NA,"90°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,300,21.5,NA,"75°C"
"Desktop","End of Interactive Support",2010 Q1,32,96,2,2,2.8,73,17,"72.6°C"
"Desktop","End of Interactive Support",2008 Q1,45,75,2,NA,2.93,65,NA,"74.1°C"
"Desktop","End of Interactive Support",2009 Q1,45,67,2,NA,2.7,65,NA,"74.1°C"
"Mobile","End of Interactive Support",NA,45,NA,2,NA,2.1,35,NA,"105°C"
"Desktop","End of Interactive Support",2007 Q3,65,NA,2,NA,2,65,NA,"73.3°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.8,84,NA,"67.7°C"
"Mobile","End of Interactive Support",2007 Q2,65,NA,2,NA,1.86,31,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,1.5,7.5,NA,"100°C"
"Mobile","End of Interactive Support",2003 Q2,130,NA,1,NA,1.6,24.5,NA,"100°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1.2,29.9,NA,"69°C"
"Desktop","End of Interactive Support",2006 Q3,65,74,2,NA,3,95,NA,"63.4°C"
"Desktop","End of Interactive Support",2005 Q2,90,316,2,NA,3,130,NA,"69.8°C"
"Desktop","End of Interactive Support",2005 Q1,90,NA,1,NA,3.2,84,NA,"66.6°C"
"Desktop","End of Interactive Support",2005 Q2,90,NA,1,NA,2.66,84,NA,"67.7°C"
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,2.4,59.8,NA,"71°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.5,57.8,NA,"73°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,500,16.8,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.13,21.8,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2.66,66.1,NA,"74°C,100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,2.6,35,NA,"100°C"
"Mobile","End of Interactive Support",NA,90,NA,1,NA,3.2,88,NA,"75°C"
"Mobile","Launched",2012 Q3,32,NA,2,2,1.5,17,21.3,"100C"
"Mobile","End of Interactive Support",2010 Q3,32,NA,2,2,2,35,17.1,"90°C"
"Mobile","End of Interactive Support",2011 Q1,32,NA,2,2,1.33,18,12.8,"105°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,150,NA,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,150,NA,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,75,NA,NA,""
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,200,44,NA,"80°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,180,31.7,NA,"85°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,400,24.3,NA,"80°C"
"Desktop","End of Interactive Support",NA,NA,NA,1,NA,266,16.8,NA,"65°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,266,10.3,NA,""
"Desktop","End of Interactive Support",2011 Q3,32,NA,2,2,2.8,73,17,"72.6°C"
"Mobile","End of Interactive Support",2008 Q4,65,NA,2,NA,2.16,35,NA,"100°C"
"Desktop","End of Interactive Support",2008 Q1,45,72,2,NA,2.6,65,NA,"74.1°C"
"Mobile","End of Interactive Support",2007 Q2,65,NA,2,NA,1.73,31,NA,"100°C"
"Desktop","End of Interactive Support",2006 Q3,65,NA,2,NA,1.8,65,NA,"73.3°C"
"Desktop","End of Interactive Support",2006 Q1,65,999,2,NA,3.73,130,NA,"68.6°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.7,24.5,NA,"100°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1.13,29.1,NA,"69°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.1,33,NA,"77°C"
"Desktop","End of Interactive Support",2006 Q1,65,NA,2,NA,2.8,95,NA,"63.4°C"
